feature_id,feature_name,feature_description,product_id,meaningful_floor_events,deep_threshold_events
F01346,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5410 SKU-0297,P0297,14504,58017
F01347,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0297,P0297,634191,2536766
F01348,Decryption,Decryption capability delivered within VM-500 SKU-0298,P0298,23670,94682
F01349,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0298,P0298,10777,43109
F01350,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0298,P0298,12464,49856
F01351,IoT/OT Security,IoT/OT Security capability delivered within PA-5445 SKU-0299,P0299,216394,865576
F01352,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0299,P0299,21951,87806
F01353,App-ID,App-ID capability delivered within PA-5445 SKU-0299,P0299,8285,33140
F01354,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5445 SKU-0299,P0299,10190,40762
F01355,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5445 SKU-0299,P0299,13835,55343
F01356,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0299,P0299,734053,2936212
F01357,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0300,P0300,5527,22108
F01358,App-ID,App-ID capability delivered within VM-100 SKU-0300,P0300,740701,2962806
F01359,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0300,P0300,310562,1242251
F01360,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0301,P0301,10405,41623
F01361,IoT/OT Security,IoT/OT Security capability delivered within PA-5445 SKU-0301,P0301,10965,43860
F01362,App-ID,App-ID capability delivered within PA-5445 SKU-0301,P0301,10865,43462
F01363,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0302,P0302,1102853,4411412
F01364,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0302,P0302,6639,26558
F01365,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0302,P0302,384090,1536360
F01366,App-ID,App-ID capability delivered within PA-1410 SKU-0303,P0303,1108516,4434064
F01367,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0303,P0303,12386,49546
F01368,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-1410 SKU-0303,P0303,4312,17251
F01369,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0304,P0304,534000,2136003
F01370,SaaS Security,SaaS Security capability delivered within Prisma Access Mobile Users SKU-0304,P0304,10073,40293
F01371,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0304,P0304,4579,18318
F01372,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0304,P0304,234055,936223
F01373,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0305,P0305,6823,27292
F01374,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0305,P0305,9024,36096
F01375,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0305,P0305,435140,1740560
F01376,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0305,P0305,4755,19023
F01377,SD-WAN,SD-WAN capability delivered within Prisma Access Browser SKU-0306,P0306,279439,1117756
F01378,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0306,P0306,846143,3384572
F01379,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0306,P0306,10726,42906
F01380,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0306,P0306,17504,70017
F01381,SD-WAN,SD-WAN capability delivered within Prisma Access Remote Networks SKU-0307,P0307,473238,1892952
F01382,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0307,P0307,6729,26916
F01383,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0307,P0307,1079498,4317992
F01384,GlobalProtect,GlobalProtect capability delivered within Prisma Access Remote Networks SKU-0307,P0307,121761,487046
F01385,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0307,P0307,314925,1259701
F01386,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0307,P0307,4151,16605
F01387,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5445 SKU-0308,P0308,239846,959384
F01388,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5445 SKU-0308,P0308,6186,24744
F01389,Decryption,Decryption capability delivered within PA-5445 SKU-0308,P0308,15577,62308
F01390,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0308,P0308,107149,428599
F01391,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0308,P0308,29697,118788
F01392,App-ID,App-ID capability delivered within PA-5445 SKU-0308,P0308,461253,1845012
F01393,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0309,P0309,1209739,4838958
F01394,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0309,P0309,7496,29986
F01395,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0309,P0309,6987,27951
F01396,SaaS Security,SaaS Security capability delivered within Prisma Access Browser SKU-0309,P0309,13257,53028
F01397,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0310,P0310,549625,2198502
F01398,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0310,P0310,15384,61536
F01399,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0310,P0310,147440,589760
F01400,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0310,P0310,20502,82008
F01401,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0310,P0310,230467,921868
F01402,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0311,P0311,5926,23705
F01403,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0311,P0311,8700,34803
F01404,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0311,P0311,27131,108525
F01405,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5410 SKU-0312,P0312,12342,49368
F01406,App-ID,App-ID capability delivered within PA-5410 SKU-0312,P0312,437853,1751412
F01407,Advanced WildFire,Advanced WildFire capability delivered within PA-5410 SKU-0312,P0312,6867,27468
F01408,Decryption,Decryption capability delivered within PA-5410 SKU-0312,P0312,20400,81603
F01409,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0312,P0312,161404,645616
F01410,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0313,P0313,10284,41137
F01411,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0313,P0313,540388,2161554
F01412,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0313,P0313,238533,954133
F01413,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0313,P0313,34820,139282
F01414,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0313,P0313,205510,822041
F01415,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0313,P0313,11215,44861
F01416,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0314,P0314,10978,43915
F01417,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0314,P0314,156599,626398
F01418,App-ID,App-ID capability delivered within VM-500 SKU-0314,P0314,7701,30807
F01419,Decryption,Decryption capability delivered within VM-500 SKU-0314,P0314,12208,48832
F01420,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0314,P0314,518287,2073151
F01421,App-ID,App-ID capability delivered within CN-Series SKU-0315,P0315,10600,42402
F01422,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0315,P0315,769396,3077586
F01423,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0315,P0315,3799,15196
F01424,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0315,P0315,137224,548898
F01425,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0315,P0315,8382,33528
F01426,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0316,P0316,107867,431469
F01427,App-ID,App-ID capability delivered within CN-Series SKU-0316,P0316,246186,984746
F01428,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0316,P0316,15087,60350
F01429,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0316,P0316,681103,2724415
F01430,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0316,P0316,29604,118416
F01431,Decryption,Decryption capability delivered within CN-Series SKU-0316,P0316,749554,2998217
F01432,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0317,P0317,279714,1118856
F01433,App-ID,App-ID capability delivered within VM-700 SKU-0317,P0317,418279,1673116
F01434,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0317,P0317,16476,65906
F01435,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Remote Networks SKU-0318,P0318,9953,39812
F01436,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0318,P0318,8983,35933
F01437,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0318,P0318,12023,48093
F01438,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0318,P0318,151839,607357
F01439,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0319,P0319,4981,19927
F01440,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0319,P0319,188761,755044
F01441,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-700 SKU-0319,P0319,507652,2030611
F01442,App-ID,App-ID capability delivered within VM-700 SKU-0319,P0319,18059,72239
F01443,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0320,P0320,8924,35696
F01444,App-ID,App-ID capability delivered within VM-500 SKU-0320,P0320,825080,3300321
F01445,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0320,P0320,13524,54099
F01446,Decryption,Decryption capability delivered within VM-500 SKU-0320,P0320,5881,23527
F01447,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0321,P0321,7550,30200
F01448,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0321,P0321,154126,616507
F01449,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0321,P0321,506932,2027729
F01450,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0321,P0321,111100,444401
F01451,IoT/OT Security,IoT/OT Security capability delivered within VM-300 SKU-0322,P0322,1062090,4248361
F01452,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0322,P0322,8453,33815
F01453,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0322,P0322,346376,1385505
F01454,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0322,P0322,204582,818328
F01455,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0322,P0322,4111,16446
F01456,Enterprise DLP,Enterprise DLP capability delivered within VM-300 SKU-0322,P0322,26803,107212
F01457,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0323,P0323,8110,32440
F01458,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0323,P0323,306850,1227403
F01459,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0323,P0323,13777,55110
F01460,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0323,P0323,332814,1331256
F01461,Advanced WildFire,Advanced WildFire capability delivered within PA-460 SKU-0324,P0324,415143,1660575
F01462,Decryption,Decryption capability delivered within PA-460 SKU-0324,P0324,21950,87800
F01463,Enterprise DLP,Enterprise DLP capability delivered within PA-460 SKU-0324,P0324,156264,625059
F01464,App-ID,App-ID capability delivered within PA-460 SKU-0324,P0324,11954,47818
F01465,Enterprise DLP,Enterprise DLP capability delivered within PA-7500 SKU-0325,P0325,693560,2774243
F01466,IoT/OT Security,IoT/OT Security capability delivered within PA-7500 SKU-0325,P0325,7301,29204
F01467,App-ID,App-ID capability delivered within PA-7500 SKU-0325,P0325,7322,29288
F01468,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-7500 SKU-0325,P0325,204921,819687
F01469,Advanced DNS Security,Advanced DNS Security capability delivered within PA-7500 SKU-0325,P0325,5260,21040
F01470,App-ID,App-ID capability delivered within CN-Series SKU-0326,P0326,203460,813843
F01471,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0326,P0326,13705,54823
F01472,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0326,P0326,10616,42465
F01473,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0326,P0326,193331,773324
F01474,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0326,P0326,684671,2738684
F01475,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0327,P0327,516561,2066246
F01476,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0327,P0327,17547,70188
